"";"sku";"sociability";"precio";"category";"apariciones";"media_repe";"total_vendido"
"1035";"FIT0058";0,333333333333333;308,459230769231;"smartwhatch";26;1;26
"1036";"FIT0059";0,5;304,855714285714;"smartwhatch";21;1,0952380952381;23
"1037";"GAM0001";0,142857142857143;94,6911764705882;"other";17;1,05882352941176;18
"1038";"GLY0001";1;194,257777777778;"accessories";9;1,11111111111111;10
"1039";"GLY0004";1;517,706428571429;"accessories";14;1,07142857142857;15
"1040";"GLY0011";2;137,39375;"accessories";8;1,375;11
"1041";"GOP0090";0,333333333333333;161,846666666667;"camera";57;1,15789473684211;66
"1042";"GOP0092";0,333333333333333;22,09;"other";10;1;10
"1043";"GOP0093";1;338,796666666667;"camera";6;1;6
"1044";"GRT0190";0,285714285714286;49,0525;"accessories";32;1,03125;33
"1045";"GRT0259";1;35,5986956521739;"accessories";23;1,21739130434783;28
"1046";"GRT0279";3;49,0255555555556;"accessories";9;1;9
"1047";"GRT0294";7;13,6798387096774;"accessories";62;1,04838709677419;65
"1048";"GRT0300";0,333333333333333;52,99;"accessories";30;1,33333333333333;40
"1049";"GRT0304";0,25;12,9196875;"accessories";32;1,0625;34
"1050";"GRT0309";0,166666666666667;12,8471428571429;"accessories";21;1,14285714285714;24
"1051";"GRT0320";0,666666666666667;25,5257142857143;"accessories";14;1,21428571428571;17
"1052";"GRT0324";1,66666666666667;31,2685714285714;"accessories";21;1;21
"1053";"GRT0325";1;31,99;"accessories";5;1;5
"1054";"GRT0328";0,5;35,3525;"accessories";8;1;8
"1055";"GRT0340";1;16,14;"accessories";3;1;3
"1056";"GRT0346";0,363636363636364;31,1817333333333;"accessories";75;1,05333333333333;79
"1057";"GRT0355";2,5;16,2834782608696;"accessories";23;1,08695652173913;25
"1058";"GRT0357";0,666666666666667;29,1571428571429;"accessories";14;1;14
"1059";"GRT0358";0,375;26,2567567567568;"accessories";37;1,02702702702703;38
"1060";"GRT0368";0,8;34,7632846715329;"accessories";137;1,21167883211679;166
"1061";"GRT0369";3;19,8622857142857;"accessories";35;1,05714285714286;37
"1062";"GRT0371";0,333333333333333;37,6973333333333;"accessories";15;1;15
"1063";"GRT0372";0,666666666666667;37,365;"accessories";8;2,125;17
"1064";"GRT0373";2;36,2282352941176;"accessories";17;1;17
"1065";"GRT0374";3;32,4933333333333;"accessories";6;1,16666666666667;7
"1066";"GRT0382";2;13,125;"accessories";10;1;10
"1067";"GRT0384";4;16,1971428571429;"accessories";21;1;21
"1068";"GRT0387";0,375;53,474693877551;"accessories";49;1,02040816326531;50
"1069";"GRT0389";1;19,2841666666667;"accessories";12;1;12
"1070";"GRT0390";0,714285714285714;15,6357142857143;"accessories";35;1;35
"1071";"GRT0391";0,857142857142857;79,7256666666667;"accessories";30;1,03333333333333;31
"1072";"GRT0394";3;21,41375;"accessories";16;1;16
"1073";"GRT0396";8;11,4775675675676;"accessories";37;1,08108108108108;40
"1074";"GRT0403";1;17,8233333333333;"accessories";6;1;6
"1075";"GRT0405";0,166666666666667;29,9066666666667;"accessories";18;1;18
"1076";"GRT0406";0,75;29,4778048780488;"accessories";41;1,1219512195122;46
"1077";"GRT0407";0,857142857142857;29,99;"accessories";54;1,03703703703704;56
"1078";"GRT0408";0,333333333333333;29,4666666666667;"accessories";30;1;30
"1079";"GRT0409";2;32,22;"accessories";6;1,5;9
"1080";"GRT0410";2;36,3361538461538;"accessories";26;1,15384615384615;30
"1081";"GRT0411";1,5;35,9516666666667;"accessories";24;1,625;39
"1082";"GRT0413";0,714285714285714;16,6809090909091;"accessories";44;1,06818181818182;47
"1083";"GRT0414";4;29,99;"accessories";11;1,09090909090909;12
"1084";"GRT0416";0,272727272727273;53,8685714285714;"accessories";56;2,91071428571429;163
"1085";"GRT0416-A";0,5;37,7414285714286;"accessories";7;1;7
"1086";"GRT0417";0,166666666666667;54,865;"accessories";22;1;22
"1087";"GRT0418";0,111111111111111;53,45875;"accessories";24;2,75;66
"1088";"GRT0419";1,86666666666667;26,3267777777778;"accessories";180;1,07777777777778;194
"1089";"GRT0420";2;21,2671186440678;"accessories";59;1,06779661016949;63
"1090";"GRT0421";1,25;10,2464102564103;"accessories";39;1,05128205128205;41
"1091";"GRT0422";2;9,78903225806452;"accessories";31;1,06451612903226;33
"1092";"GRT0423";5;13,0148148148148;"accessories";27;1,03703703703704;28
"1093";"GRT0424";1;13,9538888888889;"accessories";36;1,08333333333333;39
"1094";"GRT0425";1;16,7066666666667;"accessories";9;1,11111111111111;10
"1095";"GRT0428";1,5;15,8416666666667;"accessories";36;1,05555555555556;38
"1096";"GRT0429";5,5;13,9789743589744;"accessories";39;1,17948717948718;46
"1097";"GRT0430";1,25;13,392;"accessories";35;1,05714285714286;37
"1098";"GRT0431";3;18,3788888888889;"accessories";18;1;18
"1099";"GRT0432";6;12,6003448275862;"accessories";29;1,03448275862069;30
"1100";"GRT0434";2;19,7677777777778;"accessories";9;1;9
"1101";"GRT0435";0,75;37,09;"accessories";22;1,13636363636364;25
"1102";"GRT0436";1;37,99;"accessories";15;1,13333333333333;17
"1103";"GRT0437";1,5;37,6011111111111;"accessories";9;1;9
"1104";"GRT0439";2,5;19,7057142857143;"accessories";42;1,04761904761905;44
"1105";"GRT0440";1,25;17,329756097561;"accessories";41;1,07317073170732;44
"1106";"GRT0441";2;15,8185714285714;"accessories";28;1;28
"1107";"GRT0442";0,5;18,0844736842105;"accessories";38;1;38
"1108";"GRT0443";1,5;18,74;"accessories";32;1;32
"1109";"GRT0444";0,666666666666667;40,2364516129032;"accessories";31;1,06451612903226;33
"1110";"GRT0447";0,5;26,81;"accessories";15;1,06666666666667;16
"1111";"GRT0448";1,25;49,0872413793103;"accessories";29;1,06896551724138;31
"1112";"GRT0451";0,647058823529412;63,5405555555556;"accessories";90;1,02222222222222;92
"1113";"GRT0453";3,6;5,46577464788732;"accessories";71;1,07042253521127;76
"1114";"GRT0455";2;10,8868;"accessories";25;1,12;28
"1115";"GRT0456";3,14285714285714;4,58870967741935;"accessories";155;1,01935483870968;158
"1116";"GRT0457";1,5;7,81238095238095;"accessories";21;1,0952380952381;23
"1117";"GRT0458";1,1304347826087;5,56405714285714;"accessories";175;1,04571428571429;183
"1118";"GRT0459";3,2;5,60964285714286;"accessories";56;1,05357142857143;59
"1119";"GRT0460";3,28571428571429;5,92367521367521;"accessories";351;1,13960113960114;400
"1120";"GTE0008";0,428571428571429;183,472222222222;"accessories";27;1;27
"1121";"GTE0028";0,266666666666667;37,9106896551724;"accessories";58;1,77586206896552;103
"1122";"GTE0037";0,333333333333333;214,539444444444;"accessories";18;1,05555555555556;19
"1123";"GTE0041";0,5;150,91;"accessories";5;1;5
"1124";"GTE0043";0,125;210,081304347826;"accessories";23;1,52173913043478;35
"1125";"GTE0050";0,5;134,29125;"accessories";16;1,1875;19
"1126";"GTE0054";1;107,48;"accessories";8;1,375;11
"1127";"GTE0056";1;107,704838709677;"accessories";31;1,06451612903226;33
"1128";"GTE0057";0,333333333333333;608,623333333333;"accessories";9;1;9
"1129";"GTE0058";0,125;376,098235294118;"accessories";17;1;17
"1130";"GTE0059";1;460,368;"accessories";10;1;10
"1131";"GTE0062";0,25;274,6775;"accessories";12;1;12
"1132";"GTE0063";0,5;139,1;"accessories";8;1,125;9
"1133";"GTE0066";0,5;127,3975;"accessories";16;1,0625;17
"1134";"GTE0069";1;90,49;"accessories";3;1;3
"1135";"GTE0071";0,333333333333333;221,24;"accessories";8;1,25;10
"1136";"GTE0072";0,2;628,092;"accessories";15;1;15
"1137";"GTE0073";0,2;674,663571428571;"accessories";14;1;14
"1138";"GTE0075";1;1324,71;"accessories";13;1,15384615384615;15
"1139";"GTE0079";0,5;387,510666666667;"accessories";15;1,06666666666667;16
"1140";"GTE0093";1;350,7936;"accessories";25;1,64;41
"1141";"GTE0094";0,375;394,611785714286;"accessories";28;1,07142857142857;30
"1142";"GTE0095";1,66666666666667;414,527777777778;"accessories";18;1,16666666666667;21
"1143";"GTE0096";0,5;549,974375;"accessories";16;1,0625;17
"1144";"GTE0097";0,285714285714286;597,463913043478;"accessories";23;1,04347826086957;24
"1145";"GTE0098";1;726,751851851852;"accessories";27;1,03703703703704;28
"1146";"GTE0100";1,5;1251,41857142857;"accessories";7;1;7
"1147";"GTE0101";2;1368,67;"accessories";5;1;5
"1148";"GTE0118";0,5;606,965714285714;"accessories";7;1,14285714285714;8
"1149";"GTE0132";1,33333333333333;82,572;"accessories";15;1;15
"1150";"GTE0134";0,48;59,469358974359;"accessories";78;1,06410256410256;83
"1151";"HAR0008";0,5;138,767272727273;"accessories";11;1,18181818181818;13
"1152";"HAR0010";0,5;125,054285714286;"accessories";7;1;7
"1153";"HAR0012";1;154,621428571429;"accessories";7;1,14285714285714;8
"1154";"HGD0001";0,363636363636364;67,1112903225806;"accessories";62;1,03225806451613;64
"1155";"HGD0006";1,5;26,6367307692308;"accessories";52;1,03846153846154;54
"1156";"HGD0009";0,375;75,3828947368421;"accessories";38;1,05263157894737;40
"1157";"HGD0016";0,6;118,793703703704;"accessories";81;1,01234567901235;82
"1158";"HGS0002";0,833333333333333;66,443023255814;"accessories";43;1,11627906976744;48
"1159";"HGS0004";1;60,7475;"accessories";12;1;12
"1160";"HIC0012";1;88,2544444444444;"accessories";9;1,11111111111111;10
"1161";"HOC0001";5;26,00875;"accessories";24;1;24
"1162";"HOC0002";2,14285714285714;26,9215254237288;"accessories";59;1;59
"1163";"HOC0003";0,375;26,0525;"accessories";28;1;28
"1164";"HOC0004";1,66666666666667;29,5323076923077;"accessories";78;1,01282051282051;79
"1165";"HOC0006";1;28,1512903225806;"accessories";31;1;31
"1166";"HOC0007";0,666666666666667;74,3471428571429;"accessories";14;1;14
"1167";"HOC0008";0,5;68,865;"accessories";28;1;28
"1168";"HOC0008-A";1;50,475;"accessories";2;1;2
"1169";"HOC0010";1,33333333333333;74,1205084745763;"accessories";59;1,05084745762712;62
"1170";"HOC0011";0,666666666666667;26,8292857142857;"accessories";42;1,02380952380952;43
"1171";"HOC0012";1;27,9130769230769;"accessories";13;1;13
"1172";"HOC0013";0,2;28,6715789473684;"accessories";19;1;19
"1173";"HOC0014";0,777777777777778;27,1005769230769;"accessories";52;1;52
"1174";"HOC0015";2;15,3903636363636;"accessories";55;1,05454545454545;58
"1175";"HOC0016";0,428571428571429;15,47125;"accessories";32;1,09375;35
"1176";"HOW0001";0,1;159,507916666667;"other";144;1,06944444444444;154
"1177";"HTE0001";0,387096774193548;29,3511979166667;"accessories";192;1,28125;246
"1178";"HTE0002";0,48;29,1584782608696;"accessories";92;1,14130434782609;105
"1179";"HTE0003";1;29,69;"accessories";20;1;20
"1180";"HTE0004";0,2;44,6283516483517;"other";91;1,06593406593407;97
"1181";"HTE0005";1,77777777777778;63,8823140495868;"accessories";121;1,09917355371901;133
"1182";"HTE0007";0,887096774193548;91,7525;"accessories";332;1,04518072289157;347
"1183";"HTE0007-A";1;72,4075;"accessories";4;1;4
"1184";"HTE0008";0,608695652173913;81,7184722222222;"accessories";144;1,02083333333333;147
"1185";"HTE0009";0,4;114,99;"accessories";11;1,09090909090909;12
"1186";"HTE0011";1;79,4185714285714;"accessories";7;1;7
"1187";"HTE0013";1;66,99;"accessories";7;1;7
"1188";"ICA0047";0,5;22,6725;"accessories";4;1;4
"1189";"ICA0048";1;21,99;"accessories";2;1;2
"1190";"ICA0049";1;21,0566666666667;"accessories";6;1;6
"1191";"ICA0063";1;29,705652173913;"accessories";23;1;23
"1192";"ICA0080";0,333333333333333;39,6072222222222;"accessories";18;1;18
"1193";"ICA0083";0,5;78,965;"accessories";12;1;12
"1194";"ICA0084";1;57,2433333333333;"accessories";6;1;6
"1195";"ICA0085";0,666666666666667;84,5033333333333;"accessories";15;1;15
"1196";"ICA0086";1;87,4185714285714;"accessories";7;1;7
"1197";"ICA0087";1;128,74;"accessories";4;1;4
"1198";"ICA0093";1;59,99;"accessories";2;1;2
"1199";"ICA0094";2;59,99;"accessories";13;1;13
"1200";"ICA0095";2;59,99;"accessories";5;1;5
"1201";"ICA0096";2;59,2464285714286;"accessories";14;1;14
"1202";"IFR0007";4;18,6566666666667;"accessories";27;1,03703703703704;28
"1203";"IFX0003";1,5;53,96625;"accessories";16;1;16
"1204";"IFX0005";2;29,584;"accessories";10;1;10
"1205";"IFX0006";1;28,0571428571429;"accessories";21;1;21
"1206";"IFX0007";2,5;12,99;"accessories";14;1,21428571428571;17
"1207";"IFX0008";0,75;19,3777272727273;"accessories";22;1,04545454545455;23
"1208";"IFX0010";2,125;16,2046268656716;"accessories";67;1,11940298507463;75
"1209";"IFX0012";2;9,115;"accessories";8;1,375;11
"1210";"IFX0013";1,33333333333333;19,7881081081081;"accessories";37;1;37
"1211";"IFX0014";0,571428571428571;8,05215384615385;"accessories";130;1,02307692307692;133
"1212";"IFX0015";0,324324324324324;19,1745238095238;"accessories";168;1,01190476190476;170
"1213";"IFX0016";0,15;20,8094902912621;"accessories";412;1,01699029126214;419
"1214";"IFX0017";0,25;19,64;"accessories";20;1;20
"1215";"IFX0017-A";0,5;13,01125;"accessories";8;1;8
"1216";"IFX0019";0,5;40,2525;"accessories";4;1;4
"1217";"IFX0020";1;74,2181818181818;"accessories";11;1,09090909090909;12
"1218";"IFX0021";0,541666666666667;25,6875862068966;"accessories";58;1,06896551724138;62
"1219";"IFX0022";1,16666666666667;19,2813953488372;"accessories";43;1,11627906976744;48
"1220";"IFX0023";0,9;98,421914893617;"accessories";47;1,02127659574468;48
"1221";"IFX0025";0,5;39,4344444444444;"accessories";18;1;18
"1222";"IFX0026";1,5;39,7172727272727;"accessories";22;1;22
"1223";"IFX0028";0,23;23,8487261146497;"accessories";314;1,0031847133758;315
"1224";"IFX0029";0,210526315789474;24,8074137931034;"accessories";58;1;58
"1225";"IFX0030";0,195121951219512;39,4616556291391;"accessories";151;1,02649006622517;155
"1226";"IFX0035";5;14,4810769230769;"accessories";65;1,06153846153846;69
"1227";"IFX0036";3,53333333333333;6,57454022988506;"accessories";174;1,06896551724138;186
"1228";"IFX0037";5;8,46928571428571;"accessories";14;1,14285714285714;16
"1229";"IFX0038";0,222222222222222;45,4788888888889;"accessories";36;1,11111111111111;40
"1230";"IFX0039";0,740740740740741;29,9772131147541;"accessories";122;1,02459016393443;125
"1231";"IFX0040";0,666666666666667;62,6176595744681;"accessories";94;1,0531914893617;99
"1232";"IFX0041";1;7,96058823529412;"accessories";17;1;17
"1233";"IFX0042";0,764705882352941;5,93865671641791;"accessories";67;1,08955223880597;73
"1234";"IFX0044";1,35714285714286;8,65225352112676;"accessories";71;1,09859154929577;78
"1235";"IFX0045";0,666666666666667;79,0615384615385;"accessories";13;1;13
"1236";"IFX0046";0,625;39,39;"accessories";18;1;18
"1237";"IFX0047";0,444444444444444;45,1291304347826;"accessories";23;1;23
"1238";"IFX0049";0,8125;98,8664794007491;"accessories";267;1,0561797752809;282
"1239";"IFX0050";0,4;25,9104;"accessories";25;1;25
"1240";"IFX0052";0,5;39,8233333333333;"accessories";12;1;12
"1241";"IFX0054";1;89,49;"accessories";9;1;9
"1242";"IFX0057";0,466666666666667;39,3732258064516;"accessories";62;1,01612903225806;63
"1243";"IFX0058";0,666666666666667;34,3452631578947;"accessories";19;1;19
"1244";"IFX0064";1;5,73444444444444;"accessories";9;1;9
"1245";"IFX0067";1;28,274;"accessories";10;1;10
"1246";"IFX0068";1,33333333333333;15,2585714285714;"accessories";14;1;14
"1247";"IFX0072";0,25;19,7718181818182;"accessories";11;1;11
"1248";"IFX0073";5;4,74061224489796;"accessories";49;1,10204081632653;54
"1249";"IFX0079";1;28,9;"accessories";5;1;5
"1250";"IFX0087";5,5;5,83347826086957;"accessories";23;1;23
"1251";"IFX0097";0,5;19,69;"accessories";10;1;10
"1252";"IFX0098";1,5;19,69;"accessories";10;1;10
"1253";"IFX0118";1;45,3733333333333;"accessories";6;1;6
"1254";"IFX0119";2;48,115;"accessories";4;1;4
"1255";"IFX0120";1;49,6328571428571;"accessories";7;1;7
"1256";"IFX0126";1;24,965;"accessories";2;1;2
"1257";"IFX0129";1;7,59;"accessories";3;1;3
"1258";"IFX0130";0,4;88,2207692307692;"accessories";26;1,03846153846154;27
"1259";"IFX0131";12;3,88702702702703;"accessories";37;1,08108108108108;40
"1260";"IFX0132";5;7,91;"accessories";15;1;15
"1261";"IFX0133";1,28571428571429;7,85285714285714;"accessories";35;1;35
"1262";"IFX0134";3;4,96727272727273;"accessories";22;1,18181818181818;26
"1263";"IFX0135";4;4,815;"accessories";10;1,1;11
"1264";"IFX0136";5;14,245;"accessories";10;1;10
"1265";"IFX0139";4;7,81857142857143;"accessories";7;1,14285714285714;8
"1266";"IFX0145";0,25;43,7193333333333;"accessories";15;1;15
"1267";"IFX0146";0,230769230769231;44,425;"accessories";32;1;32
"1268";"IFX0147";0,0833333333333333;39,3861111111111;"accessories";36;1,02777777777778;37
"1269";"IFX0148";0,272727272727273;44,332;"accessories";40;1;40
"1270";"IFX0150";0,357142857142857;99,3553846153846;"accessories";52;1;52
"1271";"IFX0153";0,777777777777778;23,6865714285714;"accessories";35;1,14285714285714;40
"1272";"IFX0164";0,333333333333333;111,204285714286;"accessories";7;1;7
"1273";"IFX0165";0,333333333333333;118,49;"accessories";24;1;24
"1274";"IFX0168";0,6;138,976666666667;"accessories";24;1;24
"1275";"IFX0174";0,25;114,884782608696;"accessories";23;1,04347826086957;24
"1276";"IFX0175";0,416666666666667;69,2539130434783;"accessories";299;1,0133779264214;303
"1277";"IHE0011";0,5;92,7127272727273;"accessories";22;1;22
"1278";"IHE0012";0,5;69,22;"accessories";12;1;12
"1279";"IHE0014";0,75;112,081428571429;"other";35;1;35
"1280";"IHE0016";2;72,3235;"accessories";40;1,05;42
"1281";"IHE0017";4,5;19,7547058823529;"accessories";51;1,05882352941176;54
"1282";"IHE0018";1;63,5967441860465;"accessories";43;1,11627906976744;48
"1283";"IHE0019";2,5;4,82326530612245;"accessories";49;1,57142857142857;77
"1284";"IHE0020";1;19,8160869565217;"accessories";46;1,3695652173913;63
"1285";"IKM0009";0,4375;34,1711904761905;"accessories";84;1,03571428571429;87
"1286";"IKM0010";0,333333333333333;35,9775;"accessories";20;1,15;23
"1287";"IKM0028";1,5;36,1715789473684;"accessories";19;1,10526315789474;21
"1288";"IKM0033";0,333333333333333;74,9925;"accessories";12;1,08333333333333;13
"1289";"IKM0034";0,333333333333333;105,297692307692;"accessories";13;1,15384615384615;15
"1290";"IKM0036";2;82,4036363636364;"accessories";22;1;22
"1291";"IKM0044";2;74,9;"accessories";8;1,125;9
"1292";"IKM0045";0,5;56,305;"accessories";10;1;10
"1293";"IKM0046";0,5;44,2239024390244;"accessories";41;1;41
"1294";"IKM0050";2;55,8723529411765;"accessories";17;1,05882352941176;18
"1295";"IKM0053";1;261,319230769231;"accessories";26;1;26
"1296";"IKM0056";0,25;86,0194117647059;"accessories";51;1;51
"1297";"IKM0058";0,75;51,5797727272727;"accessories";44;1;44
"1298";"IOT0001";0,777777777777778;19,6985714285714;"accessories";105;1,05714285714286;111
"1299";"IOT0007";0,666666666666667;35,5944117647059;"accessories";34;1;34
"1300";"IOT0008";2,5;17,8993617021277;"accessories";47;1,04255319148936;49
"1301";"IOT0010";1,25;19,8361538461538;"accessories";26;1;26
"1302";"IOT0011";0,5;29,99;"accessories";5;1;5
"1303";"IOT0012";0,807692307692308;23,5442372881356;"accessories";118;1,11016949152542;131
"1304";"IOT0013";10;13,8874358974359;"accessories";39;1,17948717948718;46
"1305";"IOT0016";5,66666666666667;20,1666666666667;"accessories";51;1,01960784313725;52
"1306";"IOT0018";1,66666666666667;22,695;"accessories";72;1;72
"1307";"IOT0019";1;21,6038666666667;"accessories";75;1,09333333333333;82
"1308";"IOT0020";2,66666666666667;24,13;"accessories";20;1;20
"1309";"IOT0021";0,333333333333333;49,7592307692308;"accessories";13;1;13
"1310";"JAB0010";2,33333333333333;41,4578947368421;"accessories";38;1;38
"1311";"JAB0031";3;25,6188235294118;"accessories";17;1,11764705882353;19
"1312";"JAB0032";0,5;65,9230769230769;"accessories";13;1;13
"1313";"JAB0034";0,6;56,9122580645161;"accessories";31;1,06451612903226;33
"1314";"JAB0040";1;87,3316666666667;"accessories";12;1,25;15
"1315";"JAB0041";1;84,94625;"accessories";16;1;16
"1316";"JAB0048";0,5;224,354;"accessories";5;1;5
"1317";"JAW0034";0,125;58,40875;"display";112;1,09821428571429;123
"1318";"JAW0042";0,25;30,1245045045045;"display";333;1,31531531531532;438
"1319";"JAW0042-A";0,333333333333333;24,8490909090909;"display";11;1;11
"1320";"JBL0090";0,40625;24,9215769230769;"accessories";260;1,08461538461538;282
"1321";"JBL0091";0,684210526315789;24,4623076923077;"accessories";143;1,02097902097902;146
"1322";"JBL0092";0,421052631578947;24,8928455284553;"accessories";123;1,01626016260163;125
"1323";"JBL0095";0,4;24,5733333333333;"accessories";72;1,01388888888889;73
"1324";"JBL0097";0,25;98,056;"accessories";20;1,05;21
"1325";"JBL0098";0,583333333333333;24,6377586206897;"accessories";58;1,05172413793103;61
"1326";"JBL0100";1;99,2757142857143;"accessories";7;1;7
"1327";"JBL0101";0,136363636363636;78,272513368984;"accessories";374;1,08288770053476;405
"1328";"JBL0106";0,12;148,408452380952;"accessories";84;1,0952380952381;92
"1329";"JBL0107";1;150,444545454545;"accessories";11;1,09090909090909;12
"1330";"JBL0112";0,263157894736842;98,3912121212121;"accessories";66;1,01515151515152;67
"1331";"JBL0113";0,181818181818182;104,786875;"accessories";32;1;32
"1332";"JBL0114";0,4;86,5652631578947;"accessories";38;1;38
"1333";"JBL0115";0,166666666666667;87,1321428571429;"accessories";28;1,03571428571429;29
"1334";"JBL0116";0,272727272727273;43,2040310077519;"accessories";258;1,55813953488372;402
"1335";"JBL0117";0,238095238095238;42,5429834254144;"accessories";181;1,03867403314917;188
"1336";"JBL0118";0,333333333333333;83,215;"accessories";28;1,03571428571429;29
"1337";"JBL0119";0,166666666666667;80,5915;"accessories";20;1;20
"1338";"JBL0121";0,181818181818182;62,4152380952381;"accessories";42;1,02380952380952;43
"1339";"JBL0122";0,583333333333333;57,7584782608696;"accessories";46;1,02173913043478;47
"1340";"JBL0123";0,0588235294117647;120,8995;"accessories";80;1,0875;87
"1341";"JBL0123-A";1;104,01;"accessories";7;1;7
"1342";"JBL0124";0,4;117,2388;"accessories";25;1;25
"1343";"JBL0128";0,5;118,086;"accessories";10;1;10
"1344";"JBL0129";1;118,006;"accessories";10;1;10
"1345";"JBL0133";1,33333333333333;16,4669230769231;"accessories";13;1,15384615384615;15
"1346";"JBL0134";2,33333333333333;15,85;"accessories";30;1,03333333333333;31
"1347";"JBL0135";1,33333333333333;22,6473333333333;"accessories";15;1,13333333333333;17
"1348";"JBL0141";0,5;24,33375;"accessories";16;1,0625;17
"1349";"JBL0142";2;37,7788888888889;"accessories";9;1;9
"1350";"JBL0143";0,307692307692308;38,798275862069;"accessories";29;1,03448275862069;30
"1351";"JBL0144";2;24,1328571428571;"accessories";21;1;21
"1352";"JBL0145";1;139,434444444444;"accessories";9;1;9
"1353";"JMO0050";1;44,99;"accessories";9;1,11111111111111;10
"1354";"JMO0060";1;13,04;"accessories";10;1;10
"1355";"JMO0063";1;13,2677777777778;"accessories";9;1;9
"1356";"JMO0065";2;31,4675;"accessories";12;1;12
"1357";"JMO0067";1;51,99;"accessories";3;1;3
"1358";"JMO0075";1;21,55;"accessories";5;1,2;6
"1359";"JMO0076";2,5;22,0488235294118;"accessories";17;1;17
"1360";"JMO0080";1;29,74;"accessories";6;1;6
"1361";"JMO0095";0,434782608695652;20,9105263157895;"accessories";57;1,08771929824561;62
"1362";"JMO0096";1,2;18,997037037037;"accessories";27;1,03703703703704;28
"1363";"JMO0097";0,6;21,5153333333333;"accessories";15;1,13333333333333;17
"1364";"JMO0098";0,714285714285714;24,6047058823529;"accessories";34;1,11764705882353;38
"1365";"JOB0001";0,5;42,8233333333333;"accessories";6;1;6
"1366";"JYB0004";1;105,293636363636;"accessories";11;1;11
"1367";"KAN0007";8;15,2436363636364;"accessories";99;1,09090909090909;108
"1368";"KAN0011";5,2;14,5727956989247;"accessories";93;1,12903225806452;105
"1369";"KAN0012";4,33333333333333;18,4507272727273;"accessories";55;1,05454545454545;58
"1370";"KAN0016";5;9,80958333333333;"accessories";24;1,33333333333333;32
"1371";"KAN0019";1;46,99;"accessories";3;1;3
"1372";"KAN0020";3;56,3266666666667;"accessories";9;1,11111111111111;10
"1373";"KAN0021";0,666666666666667;98,2942553191489;"accessories";47;1;47
"1374";"KAN0022";3;111,028666666667;"accessories";15;1;15
"1375";"KAN0025-A";1;10,885;"accessories";4;1;4
"1376";"KAN0026";1,22222222222222;20,6613559322034;"accessories";59;1,11864406779661;66
"1377";"KAN0029";2;29,5733333333333;"accessories";12;1,25;15
"1378";"KAN0037";3;16,4127272727273;"accessories";11;1,09090909090909;12
"1379";"KAN0046";4,4;9,27412256267409;"accessories";359;1,14206128133705;410
"1380";"KAN0047";3;93,2211538461538;"accessories";26;1,34615384615385;35
"1381";"KAN0049";1,4;53,9152777777778;"accessories";36;1,19444444444444;43
"1382";"KAN0051";0,4;92,2211538461538;"accessories";26;1;26
"1383";"KAN0053";0,5;45,0586666666667;"accessories";15;2,8;42
"1384";"KAN0055";2;41,6336363636364;"accessories";11;1,27272727272727;14
"1385";"KEN0072";1;22,455;"accessories";18;1,61111111111111;29
"1386";"KEN0073";0,333333333333333;59,0436363636364;"accessories";22;1,22727272727273;27
"1387";"KEN0074";0,166666666666667;83,5233333333333;"accessories";15;1,06666666666667;16
"1388";"KEN0075";1;42,54;"accessories";15;1;15
"1389";"KEN0103";0,277777777777778;49,9488235294118;"accessories";85;1;85
"1390";"KEN0160";1,83333333333333;19,6742105263158;"accessories";38;1,02631578947368;39
"1391";"KEN0188";1;54,1566666666667;"accessories";6;1;6
"1392";"KEN0201";1;28,824;"accessories";5;1;5
"1393";"KEN0206";0,777777777777778;15,973;"accessories";90;1,06666666666667;96
"1394";"KEN0221";1;19,3233333333333;"accessories";3;1;3
"1395";"KEN0231";0,25;29,2455555555556;"accessories";9;3,88888888888889;35
"1396";"KEN0233";0,166666666666667;33,18;"accessories";25;1,04;26
"1397";"KEN0234";2;29,99;"accessories";5;1;5
"1398";"KEN0235";8;15,4266666666667;"accessories";21;1;21
"1399";"KEN0237";0,75;239,666;"accessories";30;1,4;42
"1400";"KEN0239";0,571428571428571;86,7619565217391;"accessories";46;1,04347826086957;48
"1401";"KEN0241";2;30,6757142857143;"accessories";7;1;7
"1402";"KEU0001";2,125;17,5366055045872;"accessories";109;1,05504587155963;115
"1403";"KEU0004";1;25,99;"accessories";4;1;4
"1404";"KIN0001";1;34,42;"accessories";4;1;4
"1405";"KIN0066";0,2;5,96906976744186;"accessories";43;4,51162790697674;194
"1406";"KIN0067";1;13,747;"accessories";10;1,1;11
"1407";"KIN0072";0,125;56,8133333333333;"accessories";57;3,66666666666667;209
"1408";"KIN0080";1;22,2558333333333;"accessories";12;1;12
"1409";"KIN0109";1;16,99;"accessories";10;1;10
"1410";"KIN0111";0,333333333333333;21,92125;"accessories";16;1,25;20
"1411";"KIN0116";1,5;17,1718518518519;"accessories";54;1,14814814814815;62
"1412";"KIN0117";1,4;28,133;"accessories";40;1;40
"1413";"KIN0124";0,666666666666667;43,0246428571429;"accessories";28;2,07142857142857;58
"1414";"KIN0124-2";0,333333333333333;80,5462068965517;"accessories";29;1;29
"1415";"KIN0125";0,0909090909090909;78,1425;"accessories";28;2,10714285714286;59
"1416";"KIN0125-2";0,2;153,472790697674;"accessories";43;1,23255813953488;53
"1417";"KIN0125-4";0,2;307,922;"accessories";20;1,05;21
"1418";"KIN0128";1;12,8627272727273;"accessories";11;2,36363636363636;26
